"","Population","Cohort","Old.Block","Old.Replicate","New.Block","New.Position","germdate","Notes","plantdate","germjul","plantjul","days2germ","plantSep","germSep","days2germ2","planted","germinated","water.date","RegermSep","Redays2germ","mean.Temp"
"1912","CAAN1",2,3,3,3,"F_10",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1913","CAAN2",7,3,4,3,"F_11",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1914","CAAM-GB",4,1,16,3,"F_12",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1915","STDI",4,1,13,3,"F_13",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1916","CAAN1",6,3,10,3,"F_14",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1917","STTO-BH",7,2,2,3,"F_15",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1918","STGL1",7,3,12,3,"F_16",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1919","CAAM-GB",7,2,6,3,"F_17",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1920","STDR2",4,3,14,3,"F_18",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1921","CACO1",3,2,1,3,"F_19",NA,"","2020-10-16",NA,290,NA,45,NA,NA,1,0,2021-09-15,NA,NA,NA
"1922","CAAM-GB",3,1,10,3,"F_20",NA,"","2020-10-16",NA,290,NA,45,NA,NA,1,0,2021-09-15,NA,NA,NA
"1923","STIN",5,2,7,3,"G_01",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1924","CAAN2",7,2,2,3,"G_02",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1925","STGL1",7,2,5,3,"G_03",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1926","STBR3",5,2,5,3,"G_04",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1927","STDR2",7,3,9,3,"G_05",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1928","STGL1",7,2,4,3,"G_06",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1929","CAIN4",4,3,6,3,"G_07",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1930","CAAM-GB",5,1,16,3,"G_08",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1931","STGL1",4,2,13,3,"G_09",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1932","CAAM-GB",7,1,6,3,"G_11",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1933","STGL1",7,1,5,3,"G_12",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1934","STBR3",6,3,2,3,"G_13",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1935","CAAN2",5,2,9,3,"G_14",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1936","STIN",5,1,8,3,"G_18",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1937","blank",1,3,1,3,"G_20",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1938","CAAN2",1,2,8,3,"H_03",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1939","CAAM-GB",7,1,10,3,"H_04",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1940","CAAN2",3,2,6,3,"H_05",NA,"","2020-10-16",NA,290,NA,45,NA,NA,1,0,2021-09-15,NA,NA,NA
"1941","STDR2",1,1,15,3,"H_06",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1942","CAIN3",2,1,14,3,"H_08",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1943","STGL1",3,2,14,3,"H_09",NA,"","2020-10-16",NA,290,NA,45,NA,NA,1,0,2021-09-15,NA,NA,NA
"1944","STDR2",7,1,10,3,"H_11",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1945","STDI",6,2,8,3,"H_12",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1946","STDI",7,2,9,3,"H_13",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1947","CAAN1",3,1,2,3,"H_14",NA,"","2020-10-16",NA,290,NA,45,NA,NA,1,0,2021-09-15,NA,NA,NA
"1948","CAAM-GB",1,3,9,3,"H_15",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1949","CAAM-GB",2,1,1,3,"H_18",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1950","STDR2",7,2,6,3,"H_19",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1951","STDR2",7,1,6,3,"H_20",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1952","STDI",6,2,10,3,"I_01",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1953","STDR2",2,1,11,3,"I_02",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1954","STBR3",6,3,10,3,"I_03",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1955","STIN",7,1,16,3,"I_04",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1956","CAAM-GB",2,2,2,3,"I_05",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1957","STGL1",1,1,12,3,"I_06",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1958","STDR2",7,2,9,3,"I_07",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1959","CAAN2",5,2,7,3,"I_09",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1960","CAIN4",1,2,12,3,"I_10",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1961","CAAN1",6,2,13,3,"I_13",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1962","CAIN4",5,1,13,3,"I_14",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1963","STPO1",4,2,3,3,"I_15",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1964","CAAN2",7,1,5,3,"I_16",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1965","CAAN2",4,2,2,3,"I_17",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1966","STPO1",5,2,4,3,"I_18",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1967","STIN",7,1,10,3,"I_19",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1968","STIN",6,1,8,3,"I_20",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1969","STDI",4,2,5,3,"J_01",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1970","STBR3",7,3,8,3,"J_02",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1971","CAAM-GB",6,1,1,3,"J_03",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1972","CACO1",7,1,4,3,"J_04",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1973","CAAN2",5,2,16,3,"J_05",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1974","STDI",2,2,2,3,"J_06",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1975","STPO1",6,1,8,3,"J_08",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1976","STDI",5,3,8,3,"J_09",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1977","STDI",1,3,15,3,"J_10",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"1978","STTO-BH",7,1,16,3,"J_11",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1979","STDI",4,2,16,3,"J_12",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1980","CAAM-GB",7,1,16,3,"J_13",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1981","CAAM-GB",5,3,13,3,"J_15",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1982","STDR2",4,3,6,3,"J_17",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1983","CAIN3",7,2,11,3,"J_19",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1984","CAAM-GB",3,2,8,3,"J_20",NA,"","2020-10-16",NA,290,NA,45,NA,NA,1,0,2021-09-15,NA,NA,NA
"1985","CAAN1",5,2,4,11,"A_02",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1986","CAAN2",2,3,2,11,"A_03",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1987","CAAM-GB",5,2,7,11,"A_04",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1988","STDI",7,3,16,11,"A_05",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1989","STDR2",3,1,16,11,"A_05",NA,"","2020-10-16",NA,290,NA,45,NA,NA,1,0,2021-09-15,NA,NA,NA
"1990","STGL1",6,1,8,11,"A_06",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"1991","STGL1",7,2,16,11,"A_07",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1992","STGL1",3,2,10,11,"A_08",NA,"","2020-10-16",NA,290,NA,45,NA,NA,1,0,2021-09-15,NA,NA,NA
"1993","STPO1",2,3,12,11,"A_09",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1994","CAIN3",3,1,1,11,"A_10",NA,"","2020-10-16",NA,290,NA,45,NA,NA,1,0,2021-09-15,NA,NA,NA
"1995","CAAM-GB",7,3,4,11,"A_11",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"1996","blank",4,2,3,11,"A_12",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"1997","CAAN1",2,1,13,11,"A_15",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"1998","STIN",5,1,6,11,"A_16",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"1999","STTO-BH",5,1,3,11,"A_17",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"2000","CAAM-GB",5,2,13,11,"A_18",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"2001","STTO-BH",4,1,11,11,"A_19",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"2002","STGL1",1,2,9,11,"A_20",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"2003","STDR2",2,2,6,11,"B_01",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"2004","CAAN2",1,3,2,11,"B_02",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"2005","CAIN4",7,1,9,11,"B_03",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"2006","STTO-BH",4,1,3,11,"B_05",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"2007","STGL1",2,1,6,11,"B_06",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"2008","STDR2",6,1,10,11,"B_07",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"2009","CAAN2",2,2,11,11,"B_08",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"2010","STBR3",6,3,12,11,"B_09",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"2011","CAIN3",7,2,12,11,"B_10",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"2013","STIN",2,2,10,11,"B_13",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"2014","STDI",5,2,12,11,"B_14",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"2015","CAAN2",4,3,6,11,"B_15",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"2016","blank",4,3,3,11,"B_16",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"2018","CAAN2",3,1,6,11,"B_18",NA,"","2020-10-16",NA,290,NA,45,NA,NA,1,0,2021-09-15,NA,NA,NA
"2019","STDI",5,3,15,11,"B_19",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"2020","STDR2",7,1,8,11,"B_20",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"2021","CACO1",4,1,1,11,"C_01",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"2022","CAAN1",7,3,8,11,"C_02",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"2023","CAAM-GB",6,1,3,11,"C_03",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"2024","CAAN1",2,2,15,11,"C_04",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"2025","STGL1",7,3,4,11,"C_05",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"2026","CAAM-GB",5,3,4,11,"C_06",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"2027","STDR2",2,2,12,11,"C_07",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"2028","CAIN4",4,2,14,11,"C_08",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"2029","CAIN4",5,2,15,11,"C_10",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"2030","CAAN1",4,3,5,11,"C_11",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"2031","STDR2",7,3,3,11,"C_12",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"2032","blank",5,3,1,11,"C_13",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"2033","STGL1",6,1,14,11,"C_14",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"2034","STDR2",4,2,1,11,"C_15",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"2035","STBR3",7,3,1,11,"C_17",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"2036","STDI",2,3,5,11,"C_18",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"2037","CAAN1",5,1,10,11,"D_01",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"2038","CAIN4",2,3,7,11,"D_02",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"2039","STTO-BH",7,1,7,11,"D_03",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"2040","STIN",6,3,9,11,"D_04",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"2041","STIN",5,3,9,11,"D_05",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"2042","CAAN2",5,1,12,11,"D_06",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"2043","STGL1",6,2,6,11,"D_07",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"2044","CAAM-GB",6,3,9,11,"D_08",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"2045","STDI",4,1,8,11,"D_10",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"2046","STBR3",3,3,14,11,"D_11",NA,"","2020-10-16",NA,290,NA,45,NA,NA,1,0,2021-09-15,NA,NA,NA
"2047","CAIN3",4,3,14,11,"D_14",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"2048","CAAN2",1,2,2,11,"D_15",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"2049","CAAM-GB",3,3,12,11,"D_17",NA,"","2020-10-16",NA,290,NA,45,NA,NA,1,0,2021-09-15,NA,NA,NA
"2050","STPO1",5,3,1,11,"D_19",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"2051","STTO-BH",7,2,3,11,"D_20",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"2052","STPO1",7,1,4,11,"E_01",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"2053","CAAN2",2,1,8,11,"E_02",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"2054","CAAN2",3,1,14,11,"E_03",NA,"","2020-10-16",NA,290,NA,45,NA,NA,1,0,2021-09-15,NA,NA,NA
"2055","CAAM-GB",4,3,11,11,"E_04",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"2056","CAAM-GB",6,1,9,11,"E_05",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"2057","STIN",5,1,2,11,"E_06",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"2058","STDR2",3,3,10,11,"E_08",NA,"","2020-10-16",NA,290,NA,45,NA,NA,1,0,2021-09-15,NA,NA,NA
"2059","CAAM-GB",2,3,16,11,"E_09",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"2060","STIN",5,1,11,11,"E_10",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"2061","CAAM-GB",2,3,12,11,"E_11",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"2062","STDI",5,2,11,11,"E_12",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"2063","STGL1",4,1,8,11,"E_13",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"2064","CAIN4",1,1,6,11,"E_15",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"2065","STTO-BH",2,1,9,11,"E_16",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"2066","CAIN3",7,3,12,11,"E_17",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"2067","STDR2",7,3,6,11,"E_19",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"2068","STGL1",6,1,1,11,"E_20",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"2069","CAAN2",2,1,4,11,"F_01",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"2070","CAAN2",2,3,9,11,"F_02",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"2071","STIN",2,1,7,11,"F_03",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"2072","STIN",6,2,16,11,"F_04",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"2073","STPO1",2,1,10,11,"F_05",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"2074","CAIN3",6,3,3,11,"F_06",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"2075","STDR2",6,1,12,11,"F_07",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"2076","STPO1",7,2,15,11,"F_10",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"2077","CAAN1",3,1,5,11,"F_11",NA,"","2020-10-16",NA,290,NA,45,NA,NA,1,0,2021-09-15,NA,NA,NA
"2078","STTO-BH",4,3,5,11,"F_12",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"2079","blank",4,3,2,11,"F_13",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"2080","CAAN2",6,2,15,11,"F_14",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"2081","CACO1",5,3,3,11,"F_15",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"2082","CAIN4",7,1,7,11,"F_16",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"2083","STIN",6,3,4,11,"F_17",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"2084","CAAN1",7,2,12,11,"F_18",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"2085","CACO1",7,2,2,11,"F_19",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"2086","CAIN4",6,1,13,11,"F_20",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"2087","CAIN3",5,3,15,11,"G_01",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"2088","STPO1",3,1,4,11,"G_02",NA,"","2020-10-16",NA,290,NA,45,NA,NA,1,0,2021-09-15,NA,NA,NA
"2089","CAIN3",4,2,12,11,"G_03",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"2090","STDR2",2,3,8,11,"G_04",NA,"","2020-10-02",NA,276,NA,31,NA,NA,1,0,2021-09-15,NA,NA,NA
"2091","STDI",6,1,2,11,"G_05",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"2092","CAAM-GB",6,2,13,11,"G_06",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"2093","CAAM-GB",6,2,1,11,"G_08",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"2094","CAAN1",7,1,11,11,"G_09",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"2095","CAIN4",6,3,10,11,"G_10",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"2096","CACO1",4,3,3,11,"G_11",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"2097","STBR3",7,1,11,11,"G_12",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"2098","CAAM-GB",1,2,5,11,"G_13",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
"2099","CAAN1",5,1,6,11,"G_14",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"2100","CACO1",7,3,3,11,"G_15",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"2101","STTO-BH",4,1,16,11,"G_16",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"2102","STDI",5,2,10,11,"G_17",NA,"","2020-11-13",NA,318,NA,73,NA,NA,1,0,2021-09-15,NA,NA,NA
"2103","CAAN2",4,3,5,11,"G_18",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"2104","CAIN4",7,2,1,11,"G_19",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"2105","STDR2",6,3,16,11,"H_01",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"2106","CAIN3",4,1,16,11,"H_02",NA,"","2020-10-30",NA,304,NA,59,NA,NA,1,0,2021-09-15,NA,NA,NA
"2107","STDI",7,1,8,11,"H_03",NA,"","2020-12-11",NA,346,NA,101,NA,NA,1,0,2021-09-15,NA,NA,NA
"2108","STIN",6,3,7,11,"H_04",NA,"","2020-11-27",NA,332,NA,87,NA,NA,1,0,2021-09-15,NA,NA,NA
"2109","blank",1,2,3,11,"H_05",NA,"","2020-09-17",NA,261,NA,16,NA,NA,1,0,2021-09-15,NA,NA,NA
